,,,,,,,,,,,,,,,,,,,,,GM_Filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,STID,Earthquake Name,Magnitude,Location,Date,Time,Mag_Type,faultType,Depth,Repi,Rfault,PGA,APKV2,VPK,DPK,SA03,SA1,SA3,Stracc,Event_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36
23,CE23516,Borrego Springs Earthquake of 10 Jun 2016,5.2,"20.5km (12.8mi) NNW of Borrego Springs, CA",10/06/2016,01:04:38.700 AM PDT,MW,SS,12.3,105.4,-9999,0.019,0.019,1.28,0.1,0.046,0.016,0.001,0.062,37374687,GM_Z_23_1_37374687,GM_Y_23_2_37374687,GM_Y_23_3_37374687,GM_Y_23_4_37374687,GM_Y_23_5_37374687,GM_Y_23_6_37374687,GM_Y_23_7_37374687,GM_Y_23_8_37374687,GM_Y_23_9_37374687,GM_X_23_10_37374687,GM_X_23_11_37374687,GM_X_23_12_37374687,GM_X_23_13_37374687,,,,,,,,,,,,,,,,,,,,,,,
24,CE23548,Big Bear Lake Earthquake of 05 Jul 2014,4.6,"7 mi WNW of Big Bear Lake, CA",05/07/2014,9:59:34 AM PDT,ML,SS,8.7,31.7,-9999,0.018,0.018,0.6,0.1,0.033,0.005,0,0.027,15520985,GM_Z_24_1_15520985,GM_X_24_2_15520985,GM_Y_24_3_15520985,GM_X_24_4_15520985,GM_Y_24_5_15520985,GM_X_24_6_15520985,GM_X_24_7_15520985,GM_Y_24_8_15520985,GM_X_24_9_15520985,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CE23548,Borrego Springs Earthquake of 10 Jun 2016,5.2,"20.5km (12.8mi) NNW of Borrego Springs, CA",10/06/2016,01:04:38.700 AM PDT,MW,SS,12.3,97.4,-9999,0.012,0.012,0.95,0.2,0.031,0.013,0.001,0.014,37374687,GM_Z_24_1_37374687,GM_X_24_2_37374687,GM_Y_24_3_37374687,GM_X_24_4_37374687,GM_Y_24_5_37374687,GM_X_24_6_37374687,GM_X_24_7_37374687,GM_Y_24_8_37374687,GM_X_24_9_37374687,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CE23548,Loma Linda Earthquake of 08 Oct 2016,3.7,"4.6km (2.9mi) S of Loma Linda, CA",08/10/2016,03:43:49.150 PM PDT,MW,SS,14.1,5.4,-9999,0.015,0.015,0.63,0,0.026,0.002,0,0.024,37713424,GM_Z_24_1_37713424,GM_X_24_2_37713424,GM_Y_24_3_37713424,GM_X_24_4_37713424,GM_Y_24_5_37713424,GM_X_24_6_37713424,GM_X_24_7_37713424,GM_Y_24_8_37713424,GM_X_24_9_37713424,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CE23548,Cabazon Earthquake of 08 May 2018,4.5,"10.9km (6.8mi) N of Cabazon, CA",08/05/2018,04:49:34.020 PDT,MW,SS,12.9,39.3,-9999,0.025,0.025,1.05,0.1,0.045,0.004,0.001,0.038,38167848,GM_Z_24_1_38167848,GM_X_24_2_38167848,GM_Y_24_3_38167848,GM_X_24_4_38167848,GM_Y_24_5_38167848,GM_X_24_6_38167848,GM_X_24_7_38167848,GM_Y_24_8_38167848,GM_X_24_9_38167848,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CE23555,Big Bear Lake Earthquake of 05 Jul 2014,4.6,"7 mi WNW of Big Bear Lake, CA",05/07/2014,9:59:34 AM PDT,ML,SS,8.7,30.9,-9999,0.017,0.017,0.73,0.1,0.029,0.004,0,0.025,15520985,GM_Z_25_1_15520985,GM_Y_25_2_15520985,GM_Z_25_3_15520985,GM_X_25_4_15520985,GM_Z_25_5_15520985,GM_Y_25_6_15520985,GM_Z_25_7_15520985,GM_Y_25_8_15520985,GM_Z_25_9_15520985,GM_X_25_10_15520985,GM_Z_25_11_15520985,GM_Y_25_12_15520985,GM_Y_25_13_15520985,GM_X_25_14_15520985,GM_Y_25_15_15520985,GM_X_25_16_15520985,GM_Y_25_17_15520985,GM_X_25_18_15520985,GM_Y_25_19_15520985,GM_Y_25_20_15520985,GM_X_25_21_15520985,GM_Y_25_22_15520985,GM_Y_25_23_15520985,GM_X_25_24_15520985,GM_Y_25_25_15520985,GM_Y_25_26_15520985,GM_X_25_27_15520985,GM_Y_25_28_15520985,GM_Z_25_29_15520985,GM_Y_25_30_15520985,GM_X_25_31_15520985,GM_Y_25_32_15520985,GM_DY_25_33_15520985,GM_DX_25_34_15520985,GM_DY_25_35_15520985,GM_DX_25_36_15520985
25,CE23555,Devore Earthquake of 29 Dec 2015,4.4,"3.6km (2.3mi) SSW of Devore, CA",29/12/2015,05:48:57.310 PM PST,MW,SS,7,15,-9999,0.054,0.054,2.2,0.2,0.138,0.016,0.001,0.08,37507576,GM_Z_25_1_37507576,GM_Y_25_2_37507576,GM_Z_25_3_37507576,GM_X_25_4_37507576,GM_Z_25_5_37507576,GM_Y_25_6_37507576,GM_Z_25_7_37507576,GM_Y_25_8_37507576,GM_Z_25_9_37507576,GM_X_25_10_37507576,GM_Z_25_11_37507576,GM_Y_25_12_37507576,GM_Y_25_13_37507576,GM_X_25_14_37507576,GM_Y_25_15_37507576,GM_X_25_16_37507576,GM_Y_25_17_37507576,GM_X_25_18_37507576,GM_Y_25_19_37507576,GM_Y_25_20_37507576,GM_X_25_21_37507576,GM_Y_25_22_37507576,GM_Y_25_23_37507576,GM_X_25_24_37507576,GM_Y_25_25_37507576,GM_Y_25_26_37507576,GM_X_25_27_37507576,GM_Y_25_28_37507576,GM_Z_25_29_37507576,GM_Y_25_30_37507576,GM_X_25_31_37507576,GM_Y_25_32_37507576,GM_DY_25_33_37507576,GM_DX_25_34_37507576,GM_DY_25_35_37507576,GM_DX_25_36_37507576
25,CE23555,Borrego Springs Earthquake of 10 Jun 2016,5.2,"20.5km (12.8mi) NNW of Borrego Springs, CA",10/06/2016,01:04:38.700 AM PDT,MW,SS,12.3,108.2,-9999,0.01,0.01,0.82,0.2,0.023,0.017,0.001,0.025,37374687,GM_Z_25_1_37374687,GM_Y_25_2_37374687,GM_Z_25_3_37374687,GM_X_25_4_37374687,GM_Z_25_5_37374687,GM_Y_25_6_37374687,GM_Z_25_7_37374687,GM_Y_25_8_37374687,GM_Z_25_9_37374687,GM_X_25_10_37374687,GM_Z_25_11_37374687,GM_Y_25_12_37374687,GM_Y_25_13_37374687,GM_X_25_14_37374687,GM_Y_25_15_37374687,GM_X_25_16_37374687,GM_Y_25_17_37374687,GM_X_25_18_37374687,GM_Y_25_19_37374687,GM_Y_25_20_37374687,GM_X_25_21_37374687,GM_Y_25_22_37374687,GM_Y_25_23_37374687,GM_X_25_24_37374687,GM_Y_25_25_37374687,GM_Y_25_26_37374687,GM_X_25_27_37374687,GM_Y_25_28_37374687,GM_Z_25_29_37374687,GM_Y_25_30_37374687,GM_X_25_31_37374687,GM_Y_25_32_37374687,GM_DY_25_33_37374687,GM_DX_25_34_37374687,GM_DY_25_35_37374687,GM_DX_25_36_37374687
25,CE23555,Ridgecrest Earthquake of 04 Jul 2019,6.4,"12 km (7.5 mi) SW of Searles Valley, CA",04/07/2019,10:33:49.040 PDT,MW,SS,10.7,178.7,168.8,0.013,0.013,1.57,0.7,0.031,0.024,0.006,0.034,38443183,GM_Z_25_1_38443183,GM_Y_25_2_38443183,GM_Z_25_3_38443183,GM_X_25_4_38443183,GM_Z_25_5_38443183,GM_Y_25_6_38443183,GM_Z_25_7_38443183,GM_Y_25_8_38443183,GM_Z_25_9_38443183,GM_X_25_10_38443183,GM_Z_25_11_38443183,GM_Y_25_12_38443183,GM_Y_25_13_38443183,GM_X_25_14_38443183,GM_Y_25_15_38443183,GM_X_25_16_38443183,GM_Y_25_17_38443183,GM_X_25_18_38443183,GM_Y_25_19_38443183,GM_Y_25_20_38443183,GM_X_25_21_38443183,GM_Y_25_22_38443183,GM_Y_25_23_38443183,GM_X_25_24_38443183,GM_Y_25_25_38443183,GM_Y_25_26_38443183,GM_X_25_27_38443183,GM_Y_25_28_38443183,GM_Z_25_29_38443183,GM_Y_25_30_38443183,GM_X_25_31_38443183,GM_Y_25_32_38443183,GM_DY_25_33_38443183,GM_DX_25_34_38443183,GM_DY_25_35_38443183,GM_DX_25_36_38443183
26,CE23634,Big Bear Earthquake of 28 Jun 1992,6.5,"Big Bear, CA",28/06/1992,8:05:31 AM PDT,Ml,,1,46.4,-9999,0.07,-1,-1,-1,-1,-1,-1,0.32,3031425,GM_Z_26_1_3031425,GM_X_26_2_3031425,GM_Y_26_3_3031425,GM_Y_26_4_3031425,GM_X_26_5_3031425,GM_X_26_6_3031425,GM_Y_26_7_3031425,GM_Y_26_8_3031425,GM_X_26_9_3031425,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Big Bear City Earthquake of 22 Feb 2003,5.4,"3 mi. N of Big Bear City, CA",22/02/2003,4:19:10 AM PST,Ml,SS,12.7,47.9,-9999,0.023,0.023,1.52,0.1,0.059,0.009,0.001,0.077,13935988,GM_Z_26_1_13935988,GM_X_26_2_13935988,GM_Y_26_3_13935988,GM_Y_26_4_13935988,GM_X_26_5_13935988,GM_X_26_6_13935988,GM_Y_26_7_13935988,GM_Y_26_8_13935988,GM_X_26_9_13935988,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Landers Earthquake of 28 Jun 1992,7.3,"Landers, CA",28/06/1992,4:57:31 AM PDT,Ml,,1.1,82.5,82.3,0.08,-1,-1,-1,-1,-1,-1,0.35,3031111,GM_Z_26_1_3031111,GM_X_26_2_3031111,GM_Y_26_3_3031111,GM_Y_26_4_3031111,GM_X_26_5_3031111,GM_X_26_6_3031111,GM_Y_26_7_3031111,GM_Y_26_8_3031111,GM_X_26_9_3031111,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Northridge Earthquake of 17 Jan 1994,6.4,"Northridge, CA",17/01/1994,4:30:55 AM PST,Ml,,19,112.7,104.3,0.08,-1,-1,-1,-1,-1,-1,0.35,3144585,GM_Z_26_1_3144585,GM_X_26_2_3144585,GM_Y_26_3_3144585,GM_Y_26_4_3144585,GM_X_26_5_3144585,GM_X_26_6_3144585,GM_Y_26_7_3144585,GM_Y_26_8_3144585,GM_X_26_9_3144585,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,45.4,-9999,0.036,0.036,1.68,0.3,0.129,0.022,0.003,0.088,14383980,GM_Z_26_1_14383980,GM_X_26_2_14383980,GM_Y_26_3_14383980,GM_Y_26_4_14383980,GM_X_26_5_14383980,GM_X_26_6_14383980,GM_Y_26_7_14383980,GM_Y_26_8_14383980,GM_X_26_9_14383980,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Fontana Earthquake of 25 Jul 2015,4.2,"1.4km (0.9mi) ESE of Fontana, CA",25/07/2015,05:54:06.990 AM PDT,ML,SS,5.5,12.2,-9999,0.024,0.024,0.64,0,0.031,0.002,0,0.055,37213455,GM_Z_26_1_37213455,GM_X_26_2_37213455,GM_Y_26_3_37213455,GM_Y_26_4_37213455,GM_X_26_5_37213455,GM_X_26_6_37213455,GM_Y_26_7_37213455,GM_Y_26_8_37213455,GM_X_26_9_37213455,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Ridgecrest Earthquake of 04 Jul 2019,6.4,"12 km (7.5 mi) SW of Searles Valley, CA",04/07/2019,10:33:49.040 PDT,MW,SS,10.7,175.4,165.3,0.015,0.015,1.67,0.7,0.041,0.021,0.004,0.063,38443183,GM_Z_26_1_38443183,GM_X_26_2_38443183,GM_Y_26_3_38443183,GM_Y_26_4_38443183,GM_X_26_5_38443183,GM_X_26_6_38443183,GM_Y_26_7_38443183,GM_Y_26_8_38443183,GM_X_26_9_38443183,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CE23634,Ridgecrest Earthquake of 05 Jul 2019,7.1,"18 km (11.3 mi) W of Searles Valley, CA",05/07/2019,20:19:53.040 PDT,MW,SS,8,183.4,157.4,0.026,0.026,3.6,2.4,0.069,0.053,0.013,0.123,38457511,GM_Z_26_1_38457511,GM_X_26_2_38457511,GM_Y_26_3_38457511,GM_Y_26_4_38457511,GM_X_26_5_38457511,GM_X_26_6_38457511,GM_Y_26_7_38457511,GM_Y_26_8_38457511,GM_X_26_9_38457511,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,San Simeon Earthquake of 22 Dec 2003,6.5,"11 km NE of San Simeon, CA",22/12/2003,11:15:56 AM PST,Ml,RS,4.7,266.5,-9999,0.01,0.009,4.32,1.8,0.01,0.021,0.023,0.014,40148755,GM_Z_27_1_40148755,GM_Y_27_2_40148755,GM_X_27_3_40148755,GM_X_27_4_40148755,GM_Y_27_5_40148755,GM_Y_27_6_40148755,GM_X_27_7_40148755,GM_Y_27_8_40148755,GM_Y_27_9_40148755,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Simi Valley Earthquake of 29 Oct 2003,3.7,"3 mi. WNW of Simi Valley, CA",29/10/2003,3:44:48 PM PST,Ml,,5.1,0.2,-9999,0.03,0.03,1.14,0.1,0.053,0.003,0,0.083,14000376,GM_Z_27_1_14000376,GM_Y_27_2_14000376,GM_X_27_3_14000376,GM_X_27_4_14000376,GM_Y_27_5_14000376,GM_Y_27_6_14000376,GM_X_27_7_14000376,GM_Y_27_8_14000376,GM_Y_27_9_14000376,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Valencia Earthquake of 26 Aug 2003,3.8,"Valencia,CA",26/08/2003,11:02:22 PM PDT,Ml,,18.4,15.6,-9999,0.005,0.005,0.19,0,0.01,0.001,0,0.015,9941081,GM_Z_27_1_9941081,GM_Y_27_2_9941081,GM_X_27_3_9941081,GM_X_27_4_9941081,GM_Y_27_5_9941081,GM_Y_27_6_9941081,GM_X_27_7_9941081,GM_Y_27_8_9941081,GM_Y_27_9_9941081,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Beverly Hills Earthquake of 09 Sep 2001,4.2,"1.1 mi SE of Beverly Hills, CA",09/09/2001,4:59:18 PM PDT,Ml,,7.9,41.3,-9999,0.008,0.008,0.31,0,0.017,0.003,0,-9999,9703873,GM_Z_27_1_9703873,GM_Y_27_2_9703873,GM_X_27_3_9703873,GM_X_27_4_9703873,GM_Y_27_5_9703873,GM_Y_27_6_9703873,GM_X_27_7_9703873,GM_Y_27_8_9703873,GM_Y_27_9_9703873,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Chatsworth Earthquake of 09 Aug 2007,4.6,"3 mi NNW of Chatsworth, CA",09/08/2007,0:58:49 AM PDT,ML,,7.5,11.6,-9999,0.084,0.084,6.12,0.4,0.281,0.025,0.002,0.397,14312160,GM_Z_27_1_14312160,GM_Y_27_2_14312160,GM_X_27_3_14312160,GM_X_27_4_14312160,GM_Y_27_5_14312160,GM_Y_27_6_14312160,GM_X_27_7_14312160,GM_Y_27_8_14312160,GM_Y_27_9_14312160,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,97.7,-9999,0.027,0.027,1.88,0.3,0.076,0.035,0.002,0.123,14383980,GM_Z_27_1_14383980,GM_Y_27_2_14383980,GM_X_27_3_14383980,GM_X_27_4_14383980,GM_Y_27_5_14383980,GM_Y_27_6_14383980,GM_X_27_7_14383980,GM_Y_27_8_14383980,GM_Y_27_9_14383980,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Westlake Village Earthquake of 01 May 2009,4.4,"6 mi SW of Westlake Village, CA",01/05/2009,6:11:13 PM PDT,ML,SS,13.9,27.5,-9999,0.01,0.01,0.43,0,0.028,0.002,0,0.021,10403777,GM_Z_27_1_10403777,GM_Y_27_2_10403777,GM_X_27_3_10403777,GM_X_27_4_10403777,GM_Y_27_5_10403777,GM_Y_27_6_10403777,GM_X_27_7_10403777,GM_Y_27_8_10403777,GM_Y_27_9_10403777,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Encino Earthquake of 17 Mar 2014,4.4,"3.1 km (1.9 mi) SSE of Encino, CA",17/03/2014,6:25:36 AM PDT,Mw,ALL,9.9,29.4,-9999,0.02,0.02,1.19,0.1,0.063,0.012,0.001,0.071,15476961,GM_Z_27_1_15476961,GM_Y_27_2_15476961,GM_X_27_3_15476961,GM_X_27_4_15476961,GM_Y_27_5_15476961,GM_Y_27_6_15476961,GM_X_27_7_15476961,GM_Y_27_8_15476961,GM_Y_27_9_15476961,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Santa Cruz Is E end Earthquake of 05 Apr 2018,5.3,"28.8km (18.0mi) SW of Santa Cruz Is. E end, CA",05/04/2018,12:29:16.500 PDT,MW,SS,9.9,103.5,-9999,0.009,0.009,0.46,0.1,0.031,0.005,0.001,0.044,37908735,GM_Z_27_1_37908735,GM_Y_27_2_37908735,GM_X_27_3_37908735,GM_X_27_4_37908735,GM_Y_27_5_37908735,GM_Y_27_6_37908735,GM_X_27_7_37908735,GM_Y_27_8_37908735,GM_Y_27_9_37908735,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CE24104,Thousand Oaks Earthquake of 13 Sep 2021,3.6,"5 km (3.125 mi) NNW of Thousand Oaks, CA",13/09/2021,07:59:35.980 PDT,MW,,2.4,15.6,-9999,0.007,0.006,0.26,0,0.018,0.001,0,0.023,39807135,GM_Z_27_1_39807135,GM_Y_27_2_39807135,GM_X_27_3_39807135,GM_X_27_4_39807135,GM_Y_27_5_39807135,GM_Y_27_6_39807135,GM_X_27_7_39807135,GM_Y_27_8_39807135,GM_Y_27_9_39807135,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Big Bear City Earthquake of 22 Feb 2003,5.4,"3 mi. N of Big Bear City, CA",22/02/2003,4:19:10 AM PST,Ml,SS,12.7,158.3,-9999,-9999,-1,-1,-1,-1,-1,-1,0.014,13935988,GM_Z_28_1_13935988,GM_X_28_2_13935988,GM_Y_28_3_13935988,GM_Y_28_4_13935988,GM_Y_28_5_13935988,GM_X_28_6_13935988,GM_X_28_7_13935988,GM_X_28_8_13935988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,San Simeon Earthquake of 22 Dec 2003,6.5,"11 km NE of San Simeon, CA",22/12/2003,11:15:56 AM PST,Ml,RS,4.7,283.1,-9999,0.007,0.007,1.89,0.8,0.012,0.019,0.013,0.02,40148755,GM_Z_28_1_40148755,GM_X_28_2_40148755,GM_Y_28_3_40148755,GM_Y_28_4_40148755,GM_Y_28_5_40148755,GM_X_28_6_40148755,GM_X_28_7_40148755,GM_X_28_8_40148755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Chatsworth Earthquake of 09 Aug 2007,4.6,"3 mi NNW of Chatsworth, CA",09/08/2007,0:58:49 AM PDT,ML,,7.5,8.4,-9999,0.046,0.046,2.01,0.2,0.073,0.02,0.001,0.04,14312160,GM_Z_28_1_14312160,GM_X_28_2_14312160,GM_Y_28_3_14312160,GM_Y_28_4_14312160,GM_Y_28_5_14312160,GM_X_28_6_14312160,GM_X_28_7_14312160,GM_X_28_8_14312160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,80.3,-9999,0.074,0.074,5.76,0.6,0.245,0.045,0.004,0.102,14383980,GM_Z_28_1_14383980,GM_X_28_2_14383980,GM_Y_28_3_14383980,GM_Y_28_4_14383980,GM_Y_28_5_14383980,GM_X_28_6_14383980,GM_X_28_7_14383980,GM_X_28_8_14383980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Encino Earthquake of 17 Mar 2014,4.4,"3.1 km (1.9 mi) SSE of Encino, CA",17/03/2014,6:25:36 AM PDT,Mw,ALL,9.9,13.8,-9999,0.06,0.06,2.04,0.2,0.082,0.012,0.001,0.075,15476961,GM_Z_28_1_15476961,GM_X_28_2_15476961,GM_Y_28_3_15476961,GM_Y_28_4_15476961,GM_Y_28_5_15476961,GM_X_28_6_15476961,GM_X_28_7_15476961,GM_X_28_8_15476961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Ridgecrest Earthquake of 04 Jul 2019,6.4,"12 km (7.5 mi) SW of Searles Valley, CA",04/07/2019,10:33:49.040 PDT,MW,SS,10.7,189.2,175.7,0.014,0.014,2.11,1.3,0.041,0.027,0.013,0.037,38443183,GM_Z_28_1_38443183,GM_X_28_2_38443183,GM_Y_28_3_38443183,GM_Y_28_4_38443183,GM_Y_28_5_38443183,GM_X_28_6_38443183,GM_X_28_7_38443183,GM_X_28_8_38443183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Ridgecrest Earthquake of 05 Jul 2019,7.1,"18 km (11.3 mi) W of Searles Valley, CA",05/07/2019,20:19:53.040 PDT,MW,SS,8,191.2,181.7,0.02,0.02,6.84,5,0.069,0.064,0.025,0.076,38457511,GM_Z_28_1_38457511,GM_X_28_2_38457511,GM_Y_28_3_38457511,GM_Y_28_4_38457511,GM_Y_28_5_38457511,GM_X_28_6_38457511,GM_X_28_7_38457511,GM_X_28_8_38457511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Granada Hills Earthquake of 21 Jan 2020,3.6,"4 km (2.5 mi) NNE of Granada Hills, CA",21/01/2020,23:41:10.790 PST,ML,,7.7,9.9,-9999,0.011,0.011,0.29,0,0.009,0.001,0,0.017,39277736,GM_Z_28_1_39277736,GM_X_28_2_39277736,GM_Y_28_3_39277736,GM_Y_28_4_39277736,GM_Y_28_5_39277736,GM_X_28_6_39277736,GM_X_28_7_39277736,GM_X_28_8_39277736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Chatsworth Earthquake of 03 May 2020,3.1,"1 km (0.625 mi) NW of Chatsworth, CA",03/05/2020,03:19:24.720 PDT,ML,,6.3,4.8,-9999,0.017,0.016,0.26,0,0.009,0.001,0,0.012,38477842,GM_Z_28_1_38477842,GM_X_28_2_38477842,GM_Y_28_3_38477842,GM_Y_28_4_38477842,GM_Y_28_5_38477842,GM_X_28_6_38477842,GM_X_28_7_38477842,GM_X_28_8_38477842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Pacoima Earthquake of 30 Jul 2020,4.2,"2 km (1.25 mi) N of Pacoima, CA",30/07/2020,04:29:29.050 PDT,MW,,8.8,13.5,-9999,0.034,0.034,1.21,0.1,0.052,0.007,0.001,0.056,39322287,GM_Z_28_1_39322287,GM_X_28_2_39322287,GM_Y_28_3_39322287,GM_Y_28_4_39322287,GM_Y_28_5_39322287,GM_X_28_6_39322287,GM_X_28_7_39322287,GM_X_28_8_39322287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CE24198,Pacoima Earthquake of 30 Jul 2020,3.8,"1 km (0.625 mi) NNE of Pacoima, CA",30/07/2020,06:48:19.180 PDT,MW,,7.2,13,-9999,0.03,0.03,0.87,0.1,0.031,0.002,0,0.033,39322767,GM_Z_28_1_39322767,GM_X_28_2_39322767,GM_Y_28_3_39322767,GM_Y_28_4_39322767,GM_Y_28_5_39322767,GM_X_28_6_39322767,GM_X_28_7_39322767,GM_X_28_8_39322767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CE24231,Northridge Earthquake of 17 Jan 1994,6.4,"Northridge, CA",17/01/1994,4:30:55 AM PST,Ml,,19,17.9,13.3,0.29,-1,-1,-1,-1,-1,-1,0.77,3144585,GM_Y_29_1_3144585,GM_Z_29_2_3144585,GM_X_29_3_3144585,GM_Y_29_4_3144585,GM_X_29_5_3144585,GM_Y_29_6_3144585,GM_Y_29_7_3144585,GM_X_29_8_3144585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CE24231,Sierra Madre Earthquake of 28 Jun 1991,5.8,"Sierra Madre, CA",28/06/1991,7:43:00 AM PDT,Ml,,12,45.9,-9999,0.02,-1,-1,-1,-1,-1,-1,0.04,2021449,GM_Y_29_1_2021449,GM_Z_29_2_2021449,GM_X_29_3_2021449,GM_Y_29_4_2021449,GM_X_29_5_2021449,GM_Y_29_6_2021449,GM_Y_29_7_2021449,GM_X_29_8_2021449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CE24231,Whittier Earthquake of 01 Oct 1987,6.1,"Whittier, CA",01/10/1987,7:42:20 AM PDT,Ml,,9.5,33.7,-9999,0.05,-1,-1,-1,-1,-1,-1,0.14,731691,GM_Y_29_1_731691,GM_Z_29_2_731691,GM_X_29_3_731691,GM_Y_29_4_731691,GM_X_29_5_731691,GM_Y_29_6_731691,GM_Y_29_7_731691,GM_X_29_8_731691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CE24248,Chino Hills Earthquake of 29 Jul 2008,5.4,"3 mi WSW of Chino Hills, CA",29/07/2008,11:42:15 AM PDT,Mw,,13.6,42.3,-9999,0.056,0.056,3.61,0.7,0.173,0.056,0.006,0.126,14383980,GM_X_30_1_14383980,GM_Y_30_2_14383980,GM_Z_30_3_14383980,GM_X_30_4_14383980,GM_Y_30_5_14383980,GM_Y_30_6_14383980,GM_X_30_7_14383980,GM_Y_30_8_14383980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CE24248,Barstow Area Earthquake of 05 Dec 2008,5.1,"35 mi E of Barstow, CA",05/12/2008,8:18:42 PM PST,MW,SS,7.3,184.4,-9999,0.002,0.002,0.25,0,0.005,0.004,0,0.013,14408052,GM_X_30_1_14408052,GM_Y_30_2_14408052,GM_Z_30_3_14408052,GM_X_30_4_14408052,GM_Y_30_5_14408052,GM_Y_30_6_14408052,GM_X_30_7_14408052,GM_Y_30_8_14408052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CE24248,Inglewood Area Earthquake of 17 May 2009,4.7,"1 mi S of Inglewood, CA",17/05/2009,8:39:36 PM PDT,Mw,SS,15,18.5,-9999,0.012,0.012,0.45,0.1,0.013,0.007,0.001,0.024,10410337,GM_X_30_1_10410337,GM_Y_30_2_10410337,GM_Z_30_3_10410337,GM_X_30_4_10410337,GM_Y_30_5_10410337,GM_Y_30_6_10410337,GM_X_30_7_10410337,GM_Y_30_8_10410337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CE24248,Whittier Narrows Area Earthquake of 16 Mar 2010,4.4,"3 mi. SSW of Whittier Narrows Rec. Area, CA",16/03/2010,4:04:00 AM PDT,ML,,18,14,-9999,0.053,0.053,1.32,0.1,0.049,0.004,0.001,0.079,14601172,GM_X_30_1_14601172,GM_Y_30_2_14601172,GM_Z_30_3_14601172,GM_X_30_4_14601172,GM_Y_30_5_14601172,GM_Y_30_6_14601172,GM_X_30_7_14601172,GM_Y_30_8_14601172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CE24248,Borrego Springs Area Earthquake of 07 Jul 2010,5.4,"15 mi NNW of Borrego Springs, CA",07/07/2010,16:53:33 PDT,ML,SS,14,174.1,-9999,0.005,0.005,0.5,0.1,0.016,0.008,0.001,0.025,10736069,GM_X_30_1_10736069,GM_Y_30_2_10736069,GM_Z_30_3_10736069,GM_X_30_4_10736069,GM_Y_30_5_10736069,GM_Y_30_6_10736069,GM_X_30_7_10736069,GM_Y_30_8_10736069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
